,directory,hotel,review,score,sentiment
56,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/601492/749357604.html,Amsterdam Inn &amp; Suites Moncton,"""My husband and I stayed here the night of March 1, 2020. The room was nice but the halls seemed a bit run down and, as we approached our room, there was a strong stench of body odour in the hall, presumably from the maid who was  cleaning rooms at the time.  The beds were comfortable and it was nice and quiet for sleeping.  The breakfast was barely OK with little available food when I ate.  They were a long time restocking the little buffet as I was finishing breakfast and I hadn\u2019t seen anybody around to ask about the sparse breakfast, I.e., request more food.  Compared to the Amsterdam in Fredericton, a superb facility, it didn\u2019t measure up to the standards I have come to expect from an Amsterdam Inn.",3,negative
57,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/601492/716173138.html,Amsterdam Inn &amp; Suites Moncton,"""A friend and I booked the Amsterdam Inn on our way to N.S. We actually chose it because it was a good price and it was near the N.B. Casino . The staff members with whom we interacted were all friendly and helpful. Our room and adjoining bathroom were clean and well stocked . The breakfast was delicious ! \nEverything went so well that we stayed again on our way back to Ontario . The second time we were able to get a room on the first floor which was great. The lack of an elevator would be our only criticism .",5,positive
58,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/601492/162812916.html,Amsterdam Inn &amp; Suites Moncton,"""No complaints here!  We stayed on business, so didn't have much time to enjoy the facilities, but the place was very clean, and it smelled nice everywhere.  The front desk staff were very courteous and efficient, our room was very nicely appointed and clean.  I liked the bath amenities, and the breakfast area in the lobby had a very nice feature - hot soup (2 kinds) and bread for toasting, in the evening.  It smelled lovely and gave a homey touch to the place.  The breakfast provided was certainly adequate (once I figured out how to get hot water for my tea!).  Very quiet and comfortable room.",5,positive
59,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/601492/102174540.html,Amsterdam Inn &amp; Suites Moncton,"""My family and i have stayed at all the Amsterdam Inn locations in NB, and they are all the same, nothing but superior quality and service and the best beds in town.  When we were in Moncton with a girls sports team, the staff was excellent.  Very friendly, hospitable and eager to please.  The rooms were, as always, impreciably clean and the beds are the most comfortable.  The rooms are also nice and spacious. The staff was so good with the girls and even took the time to talk to them and encourage them on their game.  The breakfast was excellent and perfect for a group of young athletes. The staff even washed their uniforms for them so that they were all clean and fresh for the next day.  This hotel is a perfect choice for families, groups and even individuals. Another bonus it the rooms with outside entrances, so that on nice sunny days and evenings you can sit outiside.  Thank-you once again to the great Moncton staff.",5,positive
60,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/601492/452643591.html,Amsterdam Inn &amp; Suites Moncton,"""I have stayed at this particular hotel previously and had a great experience so I figured to check it out again.  I was not disappointed. \n\nThe positives are the great staff that greet you upon arrival. I did not get his name but both he and the Manager were very pleasant and helpful. I booked thru booking.com this time and had no problem whatsoever checking in or checking out.  The electronic key card did not work on the first attempt but the Manager left a meeting she was having to re-scan my card key. This was appreciated since the young man was busy on the phone at the time, taking a reservation. It is the small stuff the customer remembers. This was such an act. The breakfast offered is scarce for variety but one would have no problem filling up on boiled eggs, toast and cereal plus tea and coffee. It is offered complementary so it is appreciated. It would be great to have more variety. Check out as mentioned was fast and efficient.\n\nThe negatives are no elevator in the building so guest have to carry their stuff up a flight of stairs. My room was upstairs (Room 205) but the young man offered me a drive up instead when I questioned the location of an elevator (there isn't any).  I didn't take him up on his offer because I had no problem carrying my stuff upstairs. Some other people may have a problem, so if climbing is a problem, ask for a drive up when you reserve your room or be prepared to use the stairs.\n\nRooms are clean and fresh even under the bed. I did check.  The handle on the flush was not working but I had no problem lifting the lid and pulling the chain. I reported it to the front desk, when I discovered it and was offered another room but I was unpacked and did not want to re-pack so I stayed put. \n\nI would stay at this hotel again.",4,positive
61,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/601492/379392392.html,Amsterdam Inn &amp; Suites Moncton,"""This was our first time visiting New Brunswick.  Stayed at Amsterdam Inn for 3 nights and WOW, WOW,WOW.  This place is clean, quiet and just the right price.  The breakfast is good, nothing fancy just like we have at home on a week day.  We loved the balcony with the chairs, you can sit in the sun and just relax.  Close to the casino and there is a great golf course just across the street.  We will be back and thanks for making our stay so relaxing.",5,positive
62,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/601492/322109341.html,Amsterdam Inn &amp; Suites Moncton,"""I have stayed here several times before and find this hotel to be very reasonably priced and conveniently near the highway.\n\nThis was the first time I did not stay in a main floor room, and the rooms upstairs are equally well-appointed.  The wifi is fast and the rooms are comfortable, with a bar fridge.\n\nIf you are travelling through this is an excellent place to stop.\n\nThe only downside is that the breakfast room is a bit small and crowded.   Breakfast is the standard sort of fare.",4,positive
63,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/601492/322135296.html,Amsterdam Inn &amp; Suites Moncton,"""We found the hotel and grounds spotless, staff make you feel at home. I have to admit I tried to find faults, non to be found. Parking was ample. \nWe booked 3 nights in Sussex and then when it was time to move the first place I booked was Moncton. And would do it again!",5,positive
64,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/601492/462193079.html,Amsterdam Inn &amp; Suites Moncton,"""My spouse had an early-morning interview in Moncton, so we decided to arrive the day before and stay over. Due to our schedules, she ended up checking in during the evening and I couldn't arrive until much later. \nThe staff at the Inn were incredible. Not only did they accommodate our split check-in, but each staff member we interacted with had a warm and welcoming attitude. They also accommodated a special request (I wanted a little something left in the room to greet my spouse, and they went above and beyond my expectations).\nThe Inn itself is bright, clean, and comfortable. The bed was great and we both slept like logs and felt great the next morning. The continental breakfast included the normal items, but everything was fresh (no stale bread, no rubbery cereal) and the staff were on top of removing dirty dishes and refreshing tables without hovering or seeming intrusive.\nAll in all, this place was a fantastic choice and we will definitely be staying with them again in the future.",5,positive
65,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/601492/303867593.html,Amsterdam Inn &amp; Suites Moncton,"""Stopped here on the way to Nova Scotia and after not finding a vacancy at the neighbouring hotels, was able to get a room here and at a better rate!  Rooms are clean and the front desk staff are lovely.  Breakfast was included.  We were so pleased we stopped here again on our way back home.",4,positive
66,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/601492/550951001.html,Amsterdam Inn &amp; Suites Moncton,"""Room was clean and well kept.  Room rate price affordable.  Enjoyed the breakfast in the morning.  Right beside the Moncton Casino which makes it easy to go for shows without having to pay the room rate of the casino.",5,positive
67,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/601492/164723891.html,Amsterdam Inn &amp; Suites Moncton,"""We had a person travelling with us who has mobility issues, but the room we were assigned was a drive up so that was fine. Beds were clean and comfortable. Bathroom was clean, but needed a few more towels. Breakfast was fine, lots of eggs, bagles and other choices. Coffee was good. It was a little loud as some guests were wandering in after a concert at the Casino next door, but that was only a short time. I enjoyed the stay and would do it again.",4,positive
